Serial,Gender,Ethinicity,Minority,Deprived
1081001,Female or unknown,White,no,no
1081048,Female or unknown,White,no,no
1081119,Female or unknown,White,no,no
1089216,Female or unknown,Mixed,yes,no
1090244,Female or unknown,White,no,yes
1090315,Female or unknown,White,no,yes
1110475,Female or unknown,White,no,no
1118017,Female or unknown,Other or unknown,yes,yes
1118342,Female or unknown,White,no,no
1118492,Female or unknown,White,no,no
1118541,Female or unknown,White,no,no
1119400,Female or unknown,White,no,yes
1096075,Female or unknown,White,no,no
1096079,Female or unknown,White,no,no
1096084,Female or unknown,White,no,no
1096097,Female or unknown,White,no,no
1096100,Female or unknown,White,no,no
1096158,Female or unknown,White,no,no
1096209,Female or unknown,White,no,no
1096257,Female or unknown,White,no,no
1096334,Female or unknown,White,no,no
1096368,Female or unknown,White,no,no
1096390,Female or unknown,White,no,no
1096423,Female or unknown,White,no,no
1106445,Female or unknown,White,no,no
1110585,Female or unknown,White,no,yes
1114688,Female or unknown,White,no,no
1114816,Female or unknown,White,no,no
1114902,Female or unknown,Other or unknown,yes,no
1114953,Female or unknown,White,no,no
1118116,Female or unknown,White,no,yes
1118630,Female or unknown,Mixed,yes,no
1118697,Female or unknown,White,no,yes
1119911,Female or unknown,Other or unknown,yes,yes
1114157,Female or unknown,Asian,yes,no
1114246,Female or unknown,Mixed,yes,yes
1114339,Female or unknown,White,no,no
1114354,Female or unknown,White,no,no
1114369,Female or unknown,White,no,no
1114371,Female or unknown,White,no,no
1114374,Female or unknown,White,no,no
1114484,Female or unknown,White,no,no
1114509,Female or unknown,White,no,no
1114610,Female or unknown,White,no,no
1114642,Female or unknown,White,no,no
1116501,Female or unknown,White,no,no
1116506,Female or unknown,White,no,no
1116637,Female or unknown,Mixed,yes,no
1116675,Female or unknown,White,no,no
1116693,Female or unknown,White,no,no
1119698,Female or unknown,Asian,yes,yes
1119807,Female or unknown,White,no,no
1113469,Female or unknown,White,no,no
1113486,Female or unknown,White,no,no
1113506,Female or unknown,Mixed,yes,no
1113557,Female or unknown,White,no,no
1113627,Female or unknown,White,no,no
1113655,Female or unknown,White,no,no
1115195,Female or unknown,White,no,yes
1115206,Female or unknown,White,no,yes
1115207,Female or unknown,White,no,yes
1116064,Female or unknown,Asian,yes,no
1118075,Female or unknown,Asian,yes,yes
1118085,Female or unknown,Asian,yes,yes
1119845,Female or unknown,Asian,yes,yes
1119853,Female or unknown,Asian,yes,yes
1096733,Female or unknown,White,no,no
1096762,Female or unknown,White,no,no
1096769,Female or unknown,White,no,no
1096998,Female or unknown,White,no,no
1100720,Female or unknown,Mixed,yes,no
1106961,Female or unknown,White,no,no
1108057,Female or unknown,Asian,yes,yes
1110283,Female or unknown,Mixed,yes,no
1102320,Female or unknown,White,no,no
1102370,Female or unknown,White,no,no
1102389,Female or unknown,White,no,no
1102423,Female or unknown,White,no,no
1102431,Female or unknown,White,no,no
1102491,Female or unknown,White,no,no
1102499,Female or unknown,White,no,no
1102501,Female or unknown,White,no,no
1102583,Female or unknown,White,no,no
1108678,Female or unknown,White,no,yes
1108680,Female or unknown,White,no,yes
1108703,Female or unknown,White,no,yes
1108708,Female or unknown,White,no,yes
1108132,Female or unknown,White,no,no
1108142,Female or unknown,White,no,no
1108387,Female or unknown,White,no,no
1108397,Female or unknown,White,no,no
1108422,Female or unknown,White,no,no
1108425,Female or unknown,White,no,no
1108455,Female or unknown,White,no,no
1108469,Female or unknown,White,no,no
1109421,Female or unknown,Mixed,yes,no
1109430,Female or unknown,Mixed,yes,no
1110844,Female or unknown,White,no,yes
1110853,Female or unknown,Mixed,yes,yes
1110896,Female or unknown,White,no,yes
1110927,Female or unknown,White,no,yes
1110958,Female or unknown,White,no,yes
1111319,Female or unknown,Black,yes,yes
1093363,Female or unknown,White,no,no
1093474,Female or unknown,White,no,no
1093486,Female or unknown,Other or unknown,yes,no
1093545,Female or unknown,White,no,no
1093707,Female or unknown,White,no,no
1093709,Female or unknown,White,no,no
1093711,Female or unknown,White,no,no
1093714,Female or unknown,White,no,no
1101237,Female or unknown,White,no,no
1101264,Female or unknown,White,no,no
1101290,Female or unknown,White,no,no
1101326,Female or unknown,White,no,no
1101393,Female or unknown,White,no,no
1108206,Female or unknown,White,no,yes
1108229,Female or unknown,Other or unknown,yes,yes
1111306,Female or unknown,Asian,yes,yes
1112994,Female or unknown,White,no,yes
1105054,Female or unknown,White,no,no
1105195,Female or unknown,White,no,no
1105242,Female or unknown,White,no,no
1105303,Female or unknown,White,no,no
1105314,Female or unknown,White,no,no
1109087,Female or unknown,White,no,yes
1109117,Female or unknown,Other or unknown,yes,yes
1109171,Female or unknown,White,no,yes
1109177,Female or unknown,White,no,yes
1109206,Female or unknown,White,no,yes
1092422,Female or unknown,White,no,no
1092440,Female or unknown,White,no,no
1092468,Female or unknown,White,no,no
1092476,Female or unknown,White,no,no
1092498,Female or unknown,White,no,no
1092563,Female or unknown,White,no,no
1096474,Female or unknown,White,no,no
1097425,Female or unknown,White,no,yes
1100651,Female or unknown,Mixed,yes,yes
1100661,Female or unknown,Black,yes,yes
1089834,Female or unknown,White,no,no
1089855,Female or unknown,White,no,no
1089858,Female or unknown,White,no,no
1089939,Female or unknown,White,no,no
1089941,Female or unknown,White,no,no
1090004,Female or unknown,White,no,no
1090090,Female or unknown,White,no,no
1090109,Female or unknown,White,no,no
1093807,Female or unknown,White,no,yes
1093809,Female or unknown,White,no,yes
1107804,Female or unknown,White,no,no
1107819,Female or unknown,White,no,no
1107863,Female or unknown,White,no,no
1109442,Female or unknown,White,no,yes
1109522,Female or unknown,White,no,yes
1114277,Female or unknown,White,no,yes
1100741,Female or unknown,White,no,no
1100747,Female or unknown,White,no,no
1100778,Female or unknown,White,no,no
1100785,Female or unknown,White,no,no
1100789,Female or unknown,White,no,no
1100823,Female or unknown,White,no,no
1100864,Female or unknown,White,no,no
1100928,Female or unknown,White,no,no
1100964,Female or unknown,White,no,no
1100995,Female or unknown,White,no,no
1101047,Female or unknown,White,no,no
1102692,Female or unknown,White,no,no
1106395,Female or unknown,White,no,yes
1106399,Female or unknown,White,no,yes
1106428,Female or unknown,White,no,yes
1111754,Female or unknown,White,no,no
1111770,Female or unknown,White,no,no
1111837,Female or unknown,White,no,no
1111845,Female or unknown,White,no,no
1111853,Female or unknown,White,no,no
1111976,Female or unknown,White,no,no
1112070,Female or unknown,White,no,no
1113033,Female or unknown,White,no,yes
1117826,Female or unknown,White,no,no
1117831,Female or unknown,White,no,no
1083667,Female or unknown,Other or unknown,yes,no
1084492,Female or unknown,White,no,no
1084493,Female or unknown,White,no,no
1084564,Female or unknown,White,no,no
1084614,Female or unknown,White,no,no
1084712,Female or unknown,White,no,no
1096055,Female or unknown,White,no,yes
1099673,Female or unknown,White,no,no
1099687,Female or unknown,White,no,no
1099699,Female or unknown,White,no,no
1099775,Female or unknown,White,no,no
1099942,Female or unknown,White,no,no
1100039,Female or unknown,White,no,no
1091305,Female or unknown,White,no,yes
1091397,Female or unknown,White,no,no
1091627,Female or unknown,White,no,no
1091667,Female or unknown,White,no,no
1098867,Female or unknown,White,no,yes
1091775,Female or unknown,White,no,no
1091785,Female or unknown,White,no,no
1091825,Female or unknown,White,no,no
1091826,Female or unknown,White,no,no
1091850,Female or unknown,White,no,no
1091896,Female or unknown,White,no,no
1091939,Female or unknown,White,no,no
1094282,Female or unknown,White,no,yes
1094285,Female or unknown,White,no,yes
1094361,Female or unknown,White,no,yes
1094389,Female or unknown,White,no,yes
1094413,Female or unknown,White,no,yes
1102961,Female or unknown,White,no,yes
1059499,Female or unknown,White,no,no
1059533,Female or unknown,White,no,no
1059603,Female or unknown,White,no,no
1059686,Female or unknown,White,no,no
1077978,Female or unknown,White,no,no
1079520,Female or unknown,White,no,yes
1079536,Female or unknown,White,no,yes
1091148,Female or unknown,White,no,yes
1006111,Female or unknown,White,no,no
1006118,Female or unknown,White,no,no
1006128,Female or unknown,White,no,no
1018596,Female or unknown,White,no,yes
1058345,Female or unknown,White,no,yes
1020299,Female or unknown,White,no,no
1020304,Female or unknown,White,no,no
1020324,Female or unknown,White,no,no
1020356,Female or unknown,White,no,no
1020414,Female or unknown,White,no,no
1052999,Female or unknown,White,no,no
1053014,Female or unknown,White,no,no
1053142,Female or unknown,Other or unknown,yes,no
1068480,Female or unknown,White,no,yes
1090173,Female or unknown,White,no,yes
1038195,Female or unknown,White,no,no
1038221,Female or unknown,White,no,no
1038326,Female or unknown,White,no,no
1038341,Female or unknown,White,no,no
1038377,Female or unknown,White,no,no
1038402,Female or unknown,White,no,no
1038450,Female or unknown,White,no,no
1038484,Female or unknown,White,no,no
1046087,Female or unknown,White,no,yes
1059816,Female or unknown,White,no,no
1059839,Female or unknown,White,no,no
1059932,Female or unknown,White,no,no
1060003,Female or unknown,White,no,no
1060011,Female or unknown,White,no,no
1060156,Female or unknown,White,no,no
1091976,Female or unknown,White,no,no
1046527,Female or unknown,White,no,no
1051724,Female or unknown,White,no,no
1051838,Female or unknown,White,no,no
1051847,Female or unknown,White,no,no
1051867,Female or unknown,White,no,no
1051894,Female or unknown,White,no,no
1063980,Female or unknown,White,no,yes
1064047,Female or unknown,White,no,yes
1082254,Female or unknown,White,no,yes
1034096,Female or unknown,White,no,no
1034105,Female or unknown,White,no,no
1036938,Female or unknown,Asian,yes,no
1036956,Female or unknown,Other or unknown,yes,no
1036959,Female or unknown,Other or unknown,yes,no
1065725,Female or unknown,White,no,yes
1065759,Female or unknown,White,no,yes
1067880,Female or unknown,Asian,yes,yes
1067888,Female or unknown,Asian,yes,yes
1067915,Female or unknown,Asian,yes,yes
1067969,Female or unknown,Other or unknown,yes,yes
1067985,Female or unknown,Other or unknown,yes,yes
1067992,Female or unknown,Mixed,yes,yes
1068011,Female or unknown,White,no,yes
1068025,Female or unknown,Black,yes,yes
1082196,Female or unknown,Mixed,yes,yes
1083455,Female or unknown,Black,yes,yes
1046293,Female or unknown,White,no,yes
1052842,Female or unknown,White,no,no
1085796,Female or unknown,Black,yes,yes
1085803,Female or unknown,Other or unknown,yes,yes
1030663,Female or unknown,Asian,yes,yes
1030673,Female or unknown,Black,yes,yes
1030710,Female or unknown,Black,yes,yes
1030770,Female or unknown,Asian,yes,yes
1030774,Female or unknown,Black,yes,yes
1030776,Female or unknown,Black,yes,yes
1030785,Female or unknown,Asian,yes,yes
1030802,Female or unknown,Black,yes,yes
1036528,Female or unknown,White,no,yes
1065353,Female or unknown,Asian,yes,yes
1065374,Female or unknown,Black,yes,yes
1024110,Female or unknown,White,no,no
1031181,Female or unknown,Mixed,yes,yes
1031233,Female or unknown,White,no,yes
1033088,Female or unknown,Asian,yes,no
1033101,Female or unknown,Mixed,yes,no
1033122,Female or unknown,Asian,yes,no
1042244,Female or unknown,Asian,yes,yes
1042286,Female or unknown,Black,yes,yes
1021499,Female or unknown,White,no,yes
1021516,Female or unknown,White,no,yes
1021524,Female or unknown,White,no,yes
1021530,Female or unknown,White,no,yes
1021541,Female or unknown,White,no,yes
1021559,Female or unknown,Other or unknown,yes,yes
1049274,Female or unknown,Black,yes,yes
1049290,Female or unknown,Asian,yes,yes
1049293,Female or unknown,Mixed,yes,yes
1049319,Female or unknown,Other or unknown,yes,yes
1049327,Female or unknown,Black,yes,yes
1049388,Female or unknown,Black,yes,yes
1007765,Female or unknown,Asian,yes,no
1007766,Female or unknown,Asian,yes,no
1007812,Female or unknown,Asian,yes,no
1016040,Female or unknown,Asian,yes,yes
1016044,Female or unknown,Black,yes,yes
1016071,Female or unknown,Other or unknown,yes,yes
1016077,Female or unknown,Black,yes,yes
1021334,Female or unknown,Other or unknown,yes,no
1055294,Female or unknown,Asian,yes,yes
1055304,Female or unknown,Asian,yes,yes
1055378,Female or unknown,Black,yes,yes
1055388,Female or unknown,Asian,yes,yes
1055393,Female or unknown,Black,yes,yes
1055394,Female or unknown,Black,yes,yes
1055418,Female or unknown,Asian,yes,yes
1055459,Female or unknown,Black,yes,yes
1055546,Female or unknown,Asian,yes,yes
1055550,Female or unknown,Other or unknown,yes,yes
1072811,Female or unknown,Asian,yes,yes
1072827,Female or unknown,Black,yes,yes
1072860,Female or unknown,Asian,yes,yes
1072871,Female or unknown,Asian,yes,yes
1072916,Female or unknown,Asian,yes,yes
1072917,Female or unknown,Asian,yes,yes
1072920,Female or unknown,Black,yes,yes
1073043,Female or unknown,White,no,yes
1083978,Female or unknown,White,no,yes
1040404,Female or unknown,Asian,yes,yes
1040457,Female or unknown,Asian,yes,yes
1040551,Female or unknown,Asian,yes,yes
1044581,Female or unknown,White,no,no
1050410,Female or unknown,White,no,yes
1050436,Female or unknown,White,no,yes
1002562,Female or unknown,White,no,yes
1008766,Female or unknown,Other or unknown,yes,yes
1010627,Female or unknown,Other or unknown,yes,yes
1010633,Female or unknown,Black,yes,yes
1010645,Female or unknown,Black,yes,yes
1010679,Female or unknown,Asian,yes,yes
1025450,Female or unknown,Black,yes,yes
1025463,Female or unknown,Black,yes,yes
1025473,Female or unknown,Black,yes,yes
1025522,Female or unknown,Asian,yes,yes
1025562,Female or unknown,Mixed,yes,yes
1038548,Female or unknown,White,no,yes
1038583,Female or unknown,Mixed,yes,yes
1044154,Female or unknown,Black,yes,yes
1044158,Female or unknown,Asian,yes,yes
1044195,Female or unknown,Black,yes,yes
1044204,Female or unknown,Black,yes,yes
1022097,Female or unknown,Mixed,yes,yes
1050185,Female or unknown,White,no,yes
1060809,Female or unknown,Other or unknown,yes,yes
1043314,Female or unknown,Asian,yes,yes
1043360,Female or unknown,Black,yes,yes
1043419,Female or unknown,Other or unknown,yes,yes
1070699,Female or unknown,White,no,yes
1078640,Female or unknown,Black,yes,yes
1002356,Female or unknown,Black,yes,no
1004048,Female or unknown,White,no,yes
1014296,Female or unknown,Asian,yes,yes
1014325,Female or unknown,Black,yes,yes
1027012,Female or unknown,Other or unknown,yes,yes
1021429,Female or unknown,Asian,yes,yes
1082329,Female or unknown,White,no,yes
1015289,Female or unknown,White,no,yes
1015317,Female or unknown,White,no,yes
1015321,Female or unknown,White,no,yes
1015330,Female or unknown,White,no,yes
1015351,Female or unknown,Black,yes,yes
1047496,Female or unknown,Asian,yes,yes
1047511,Female or unknown,Black,yes,yes
1047538,Female or unknown,Black,yes,yes
1047571,Female or unknown,Mixed,yes,yes
1047626,Female or unknown,Black,yes,yes
1070391,Female or unknown,Other or unknown,yes,yes
1070410,Female or unknown,Mixed,yes,yes
1026594,Female or unknown,Black,yes,yes
1026602,Female or unknown,Black,yes,yes
1026630,Female or unknown,Black,yes,yes
1026702,Female or unknown,Other or unknown,yes,yes
1030043,Female or unknown,Asian,yes,yes
1030049,Female or unknown,Black,yes,yes
1030081,Female or unknown,Black,yes,yes
1032237,Female or unknown,White,no,yes
1060383,Female or unknown,Black,yes,yes
1014040,Female or unknown,Asian,yes,no
1014042,Female or unknown,Asian,yes,no
1017313,Female or unknown,Asian,yes,yes
1017377,Female or unknown,Asian,yes,yes
1017387,Female or unknown,Asian,yes,yes
1017403,Female or unknown,Asian,yes,yes
1017449,Female or unknown,Asian,yes,yes
1037304,Female or unknown,Asian,yes,yes
1037314,Female or unknown,Asian,yes,yes
1037378,Female or unknown,Asian,yes,yes
1037408,Female or unknown,Asian,yes,yes
1037410,Female or unknown,Asian,yes,yes
1037414,Female or unknown,Asian,yes,yes
1047101,Female or unknown,Asian,yes,yes
1003118,Female or unknown,White,no,no
1003140,Female or unknown,White,no,no
1009881,Female or unknown,White,no,yes
1014900,Female or unknown,Asian,yes,no
1014939,Female or unknown,Black,yes,no
1014944,Female or unknown,Black,yes,no
1023661,Female or unknown,Asian,yes,yes
1023746,Female or unknown,Asian,yes,yes
1033067,Female or unknown,White,no,yes
1007411,Female or unknown,White,no,yes
1007413,Female or unknown,White,no,yes
1013476,Female or unknown,Other or unknown,yes,yes
1013932,Female or unknown,White,no,no
1018036,Female or unknown,Asian,yes,no
1033889,Female or unknown,Asian,yes,yes
1033908,Female or unknown,Other or unknown,yes,yes
1033918,Female or unknown,Black,yes,yes
1006329,Female or unknown,White,no,no
1006364,Female or unknown,Other or unknown,yes,no
1006460,Female or unknown,White,no,no
1032100,Female or unknown,Asian,yes,yes
1083833,Female or unknown,Asian,yes,yes
1040009,Female or unknown,Mixed,yes,no
1048250,Female or unknown,Mixed,yes,yes
1048253,Female or unknown,Asian,yes,yes
1048255,Female or unknown,Mixed,yes,yes
1048257,Female or unknown,Black,yes,yes
1048933,Female or unknown,White,no,no
1048972,Female or unknown,White,no,no
1049072,Female or unknown,White,no,no
1049107,Female or unknown,White,no,no
1058850,Female or unknown,White,no,yes
1058854,Female or unknown,White,no,yes
1090844,Female or unknown,White,no,no
1090859,Female or unknown,White,no,no
1094630,Female or unknown,White,no,yes
1097893,Female or unknown,Other or unknown,yes,yes
1097915,Female or unknown,White,no,yes
1101763,Female or unknown,Asian,yes,yes
1101782,Female or unknown,Asian,yes,yes
1101817,Female or unknown,Asian,yes,yes
1106934,Female or unknown,Asian,yes,yes
1047973,Female or unknown,White,no,no
1048064,Female or unknown,White,no,no
1048104,Female or unknown,White,no,no
1067676,Female or unknown,White,no,yes
1070896,Female or unknown,Black,yes,yes
1024768,Female or unknown,White,no,no
1024792,Female or unknown,White,no,no
1024874,Female or unknown,White,no,no
1024890,Female or unknown,White,no,no
1024897,Female or unknown,Other or unknown,yes,no
1024923,Female or unknown,White,no,no
1024932,Female or unknown,White,no,no
1044620,Female or unknown,White,no,yes
1044623,Female or unknown,White,no,yes
1044671,Female or unknown,White,no,yes
1051424,Female or unknown,White,no,no
1071594,Female or unknown,Asian,yes,yes
1071600,Female or unknown,Asian,yes,yes
1072977,Female or unknown,White,no,yes
1076628,Female or unknown,Asian,yes,yes
1038790,Female or unknown,White,no,no
1038836,Female or unknown,White,no,no
1038856,Female or unknown,White,no,no
1038893,Female or unknown,White,no,no
1067146,Female or unknown,Asian,yes,yes
1067715,Female or unknown,White,no,yes
1032652,Female or unknown,White,no,no
1050899,Female or unknown,White,no,yes
1050906,Female or unknown,White,no,yes
1050959,Female or unknown,White,no,yes
1056800,Female or unknown,Black,yes,no
1084403,Female or unknown,Black,yes,yes
1036205,Female or unknown,White,no,no
1036253,Female or unknown,White,no,no
1036335,Female or unknown,White,no,no
1036416,Female or unknown,White,no,no
1036418,Female or unknown,White,no,no
1036436,Female or unknown,White,no,no
1051340,Female or unknown,Black,yes,no
1051353,Female or unknown,Black,yes,no
1051366,Female or unknown,Black,yes,no
1051378,Female or unknown,Asian,yes,no
1078597,Female or unknown,Black,yes,no
1013694,Female or unknown,Asian,yes,no
1015409,Female or unknown,White,no,no
1015462,Female or unknown,White,no,no
1015486,Female or unknown,White,no,no
1023891,Female or unknown,Asian,yes,yes
1023906,Female or unknown,Asian,yes,yes
1027646,Female or unknown,White,no,yes
1064307,Female or unknown,White,no,no
1057226,Female or unknown,Black,yes,yes
1057227,Female or unknown,Asian,yes,yes
1057242,Female or unknown,Other or unknown,yes,yes
1057259,Female or unknown,Asian,yes,yes
1057284,Female or unknown,Asian,yes,yes
1057291,Female or unknown,Mixed,yes,yes
1057320,Female or unknown,Asian,yes,yes
1058118,Female or unknown,White,no,yes
1058128,Female or unknown,White,no,yes
1058276,Female or unknown,White,no,yes
1081670,Female or unknown,Asian,yes,yes
1081676,Female or unknown,Asian,yes,yes
1081679,Female or unknown,Other or unknown,yes,yes
1082298,Female or unknown,White,no,yes
1031917,Female or unknown,White,no,yes
1031970,Female or unknown,White,no,yes
1031998,Female or unknown,White,no,yes
1043284,Female or unknown,White,no,no
1015892,Female or unknown,White,no,no
1015902,Female or unknown,White,no,no
1015959,Female or unknown,White,no,no
1015963,Female or unknown,White,no,no
1015974,Female or unknown,White,no,no
1026302,Female or unknown,Mixed,yes,no
1026307,Female or unknown,Mixed,yes,no
1035065,Female or unknown,White,no,yes
1025763,Female or unknown,White,no,no
1025786,Female or unknown,White,no,no
1025871,Female or unknown,White,no,no
1025921,Female or unknown,White,no,no
1015757,Female or unknown,Black,yes,yes
1015769,Female or unknown,Other or unknown,yes,yes
1029048,Female or unknown,White,no,yes
1036082,Female or unknown,White,no,no
1036120,Female or unknown,White,no,no
1036128,Female or unknown,White,no,no
1036130,Female or unknown,White,no,no
1036132,Female or unknown,White,no,no
1065303,Female or unknown,Black,yes,yes
1076656,Female or unknown,White,no,no
1014454,Female or unknown,White,no,no
1014476,Female or unknown,White,no,no
1014576,Female or unknown,White,no,no
1014583,Female or unknown,White,no,no
1043839,Female or unknown,White,no,yes
1062255,Female or unknown,White,no,no
1025095,Female or unknown,White,no,no
1031597,Female or unknown,Mixed,yes,no
1031606,Female or unknown,Asian,yes,no
1036818,Female or unknown,White,no,yes
1036822,Female or unknown,White,no,yes
1036872,Female or unknown,White,no,yes
1036897,Female or unknown,White,no,yes
1075564,Female or unknown,White,no,yes
1075586,Female or unknown,Mixed,yes,yes
1079159,Female or unknown,Mixed,yes,yes
1026071,Female or unknown,Black,yes,yes
1026092,Female or unknown,Asian,yes,yes
1026182,Female or unknown,Other or unknown,yes,yes
1035645,Female or unknown,White,no,yes
1035663,Female or unknown,White,no,yes
1040121,Female or unknown,Mixed,yes,yes
1045464,Female or unknown,Other or unknown,yes,yes
1045472,Female or unknown,Asian,yes,yes
1049555,Female or unknown,White,no,no
1065405,Female or unknown,Asian,yes,no
1065444,Female or unknown,Asian,yes,no
1070560,Female or unknown,Asian,yes,no
1072194,Female or unknown,Mixed,yes,yes
1072205,Female or unknown,Asian,yes,yes
1077033,Female or unknown,Asian,yes,yes
1054716,Female or unknown,White,no,no
1054748,Female or unknown,White,no,no
1064152,Female or unknown,White,no,yes
1064167,Female or unknown,White,no,yes
1078854,Female or unknown,Asian,yes,yes
1078915,Female or unknown,Mixed,yes,yes
1097345,Female or unknown,Asian,yes,no
1099634,Female or unknown,Asian,yes,yes
1048774,Female or unknown,White,no,no
1068632,Female or unknown,Asian,yes,no
1068637,Female or unknown,Mixed,yes,no
1068658,Female or unknown,Black,yes,no
1085638,Female or unknown,Asian,yes,yes
1085713,Female or unknown,Other or unknown,yes,yes
1028239,Female or unknown,Black,yes,no
1028307,Female or unknown,Asian,yes,no
1028311,Female or unknown,Other or unknown,yes,no
1028417,Female or unknown,Mixed,yes,no
1030143,Female or unknown,White,no,no
1030168,Female or unknown,Other or unknown,yes,no
1071484,Female or unknown,Other or unknown,yes,no
1032295,Female or unknown,White,no,no
1032354,Female or unknown,White,no,no
1032421,Female or unknown,White,no,no
1041951,Female or unknown,White,no,yes
1055596,Female or unknown,Mixed,yes,no
1065123,Female or unknown,Asian,yes,yes
1065130,Female or unknown,Asian,yes,yes
1084426,Female or unknown,Asian,yes,no
1047666,Female or unknown,Asian,yes,no
1047673,Female or unknown,Black,yes,no
1047699,Female or unknown,Black,yes,no
1050605,Female or unknown,White,no,no
1050609,Female or unknown,White,no,no
1061947,Female or unknown,Asian,yes,yes
1061979,Female or unknown,Asian,yes,yes
1062014,Female or unknown,Asian,yes,yes
1067171,Female or unknown,Asian,yes,no
1076237,Female or unknown,White,no,yes
1057896,Female or unknown,Asian,yes,no
1057904,Female or unknown,Asian,yes,no
1057914,Female or unknown,Asian,yes,no
1057962,Female or unknown,Asian,yes,no
1057984,Female or unknown,Asian,yes,no
1057990,Female or unknown,Asian,yes,no
1057997,Female or unknown,Other or unknown,yes,no
1058015,Female or unknown,Other or unknown,yes,no
1058035,Female or unknown,Mixed,yes,no
1058036,Female or unknown,Black,yes,no
1062035,Female or unknown,White,no,no
1062050,Female or unknown,White,no,no
1084214,Female or unknown,White,no,no
1000060,Female or unknown,White,no,no
1000110,Female or unknown,Other or unknown,yes,no
1000149,Female or unknown,White,no,no
1000211,Female or unknown,White,no,no
1000251,Female or unknown,White,no,no
1002466,Female or unknown,White,no,no
1002375,Female or unknown,White,no,yes
1014664,Female or unknown,Asian,yes,yes
1014727,Female or unknown,Asian,yes,yes
1014761,Female or unknown,Asian,yes,yes
1014771,Female or unknown,Black,yes,yes
1016138,Female or unknown,Asian,yes,no
1016150,Female or unknown,Asian,yes,no
1032024,Female or unknown,Other or unknown,yes,yes
1113085,Female or unknown,White,no,no
1115357,Female or unknown,White,no,yes
1115395,Female or unknown,White,no,yes
1116301,Female or unknown,Black,yes,no
1117603,Female or unknown,Other or unknown,yes,yes
1117621,Female or unknown,Asian,yes,yes
1117637,Female or unknown,Asian,yes,yes
1117648,Female or unknown,Black,yes,yes
1117746,Female or unknown,Mixed,yes,yes
1118823,Female or unknown,Black,yes,yes
1118849,Female or unknown,Asian,yes,yes
1010883,Female or unknown,White,no,yes
1010884,Female or unknown,White,no,yes
1055833,Female or unknown,White,no,yes
1015554,Female or unknown,White,no,no
1015684,Female or unknown,White,no,no
1050455,Female or unknown,White,no,yes
1041386,Female or unknown,White,no,no
1070790,Female or unknown,White,no,yes
1070792,Female or unknown,White,no,yes
1083137,Female or unknown,Asian,yes,no
1041569,Female or unknown,White,no,no
1056011,Female or unknown,White,no,yes
1065519,Female or unknown,Asian,yes,yes
1065526,Female or unknown,Mixed,yes,yes
1065577,Female or unknown,Other or unknown,yes,yes
1065580,Female or unknown,Asian,yes,yes
1087102,Female or unknown,Asian,yes,no
1095515,Female or unknown,Asian,yes,yes
1030454,Female or unknown,White,no,yes
1030502,Female or unknown,White,no,yes
1030591,Female or unknown,White,no,yes
1056930,Female or unknown,White,no,no
1002025,Female or unknown,White,no,no
1002161,Female or unknown,White,no,no
1002191,Female or unknown,White,no,no
1002204,Female or unknown,White,no,no
1014239,Female or unknown,Asian,yes,no
1098813,Female or unknown,Black,yes,no
1098820,Female or unknown,Mixed,yes,no
1099442,Female or unknown,White,no,no
1099500,Female or unknown,White,no,no
1099503,Female or unknown,White,no,no
1099516,Female or unknown,White,no,no
1103336,Female or unknown,White,no,yes
1103438,Female or unknown,White,no,yes
1103450,Female or unknown,White,no,yes
1111650,Female or unknown,Asian,yes,yes
1111669,Female or unknown,Asian,yes,yes
1112171,Female or unknown,White,no,yes
1049737,Female or unknown,White,no,no
1055781,Female or unknown,Asian,yes,no
1055791,Female or unknown,Mixed,yes,no
1055792,Female or unknown,Asian,yes,no
1060942,Female or unknown,White,no,yes
1061051,Female or unknown,White,no,yes
1066191,Female or unknown,Asian,yes,yes
1066229,Female or unknown,Asian,yes,yes
1066233,Female or unknown,Asian,yes,yes
1066279,Female or unknown,Mixed,yes,yes
1066349,Female or unknown,Mixed,yes,yes
1071135,Female or unknown,Asian,yes,no
1077463,Female or unknown,Asian,yes,yes
1072705,Female or unknown,Other or unknown,yes,no
1084896,Female or unknown,White,no,yes
1084929,Female or unknown,White,no,yes
1084973,Female or unknown,White,no,yes
1085042,Female or unknown,White,no,yes
1096528,Female or unknown,White,no,yes
1061098,Female or unknown,White,no,no
1089613,Female or unknown,White,no,yes
1091178,Female or unknown,Asian,yes,yes
1091221,Female or unknown,Mixed,yes,yes
1091233,Female or unknown,Black,yes,yes
1091242,Female or unknown,Mixed,yes,yes
1091269,Female or unknown,Black,yes,yes
1101147,Female or unknown,White,no,yes
1102046,Female or unknown,Black,yes,yes
1005808,Female or unknown,Other or unknown,yes,no
1005809,Female or unknown,Asian,yes,no
1013029,Female or unknown,White,no,no
1013062,Female or unknown,White,no,no
1025594,Female or unknown,Mixed,yes,no
1030367,Female or unknown,Asian,yes,yes
1043224,Female or unknown,White,no,yes
1043248,Female or unknown,White,no,yes
1064426,Female or unknown,Asian,yes,yes
1064430,Female or unknown,Asian,yes,yes
1072410,Female or unknown,White,no,yes
1068339,Female or unknown,Mixed,yes,yes
1068364,Female or unknown,Black,yes,yes
1068365,Female or unknown,Black,yes,yes
1068396,Female or unknown,Asian,yes,yes
1010217,Female or unknown,White,no,no
1010247,Female or unknown,White,no,no
1010253,Female or unknown,White,no,no
