pid,recordedDate,surveyDuration,age,gender,ethnicity,birthCountry,residenceCountry,nationality,primaryLanguage,employment,eduLevel,csas,affectiveValence_1,wemwbs_1,wemwbs_2,wemwbs_3,wemwbs_4,wemwbs_5,wemwbs_6,wemwbs_7,wemwbs_8,wemwbs_9,wemwbs_10,wemwbs_11,wemwbs_12,wemwbs_13,wemwbs_14
p3380,2024-02-12T18:33:44Z,711,28,Man,White,United States,United States,United States,English,Working part-time,Vocational or Similar,6,50,3,4,4,3,2,3,4,3,3,4,3,3,4,3
p3381,2024-02-14T00:25:33Z,719,31,Woman,Other,United States,United States,United States,English,Working full-time,University Bachelors Degree,3,60,2,2,2,3,2,2,3,2,4,3,2,2,3,2
p3382,2024-02-13T02:47:06Z,466,23,Woman,Black,United States,United States,United States,English,Student,Completed Secondary School,4,41,1,2,3,2,1,4,2,1,1,2,2,1,3,2
p3383,2024-02-13T01:27:15Z,557,33,Woman,White,United States,United States,United States,English,Working full-time,Some University but no degree,5,75,3,2,1,4,3,4,4,4,4,5,4,4,4,2
p3384,2024-02-13T19:48:10Z,744,26,Non-binary,White,United States,United States,United States,English,Working part-time,University Bachelors Degree,2,12,2,2,4,3,3,4,4,2,2,2,2,2,5,2
p3394,2024-04-02T20:48:10Z,522,21,Woman,White,United States,United States,United States,English,Student,Some University but no degree,5,77,3,3,1,3,2,3,2,2,3,3,2,3,4,3
p3398,2024-03-20T01:58:44Z,1104,28,Non-binary,White,United States,United States,United States,English,Working part-time,Vocational or Similar,2,51,3,2,2,4,3,3,4,4,4,3,3,3,3,3
p3405,2024-02-12T21:59:37Z,805,27,Woman,White,United States,United States,United States,English,Working part-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",4,65,3,3,2,4,3,4,3,4,3,4,2,3,4,3
p3406,2024-03-09T20:54:29Z,460,24,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,3,50,3,2,1,2,3,4,2,2,2,3,2,2,4,3
p3413,2024-02-13T09:58:59Z,671,33,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,5,86,4,4,3,4,5,4,5,4,4,4,3,4,5,5
p3433,2024-02-17T22:43:21Z,591,32,Woman,Black,United States,United States,United States,English,Working full-time,University Bachelors Degree,8,95,3,5,4,5,4,4,4,5,4,4,4,5,5,4
p3436,2024-02-12T21:19:10Z,1186,21,Man,White,United States,United States,United States,English,Working part-time,Completed Secondary School,6,75,4,4,4,4,5,4,4,4,4,4,4,4,5,4
p3439,2024-02-18T23:39:15Z,304,26,Woman,Asian,United States,United States,United States,English,Working part-time,University Bachelors Degree,4,55,2,5,4,2,3,3,4,2,3,4,3,3,4,3
p3441,2024-02-12T23:48:52Z,1356,32,Woman,White,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",4,71,3,3,3,5,4,4,2,3,3,3,3,2,4,4
p3447,2024-02-13T19:38:56Z,919,22,Woman,Mixed,United States,United States,United States,English,Working part-time,Vocational or Similar,2,30,1,2,2,2,2,3,3,2,1,2,2,1,1,2
p3456,2024-03-10T14:47:26Z,1006,36,Man,White,United States,United States,United States,English,Working full-time,Completed Secondary School,7,70,4,4,4,3,3,4,2,4,2,3,4,5,3,4
p3457,2024-02-17T20:57:41Z,472,32,Woman,White,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",3,50,2,2,3,3,3,4,4,2,3,3,2,2,3,2
p3469,2024-02-13T00:16:29Z,1132,44,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,6,55,2,1,1,2,2,2,4,2,2,3,2,2,2,2
p3472,2024-02-28T14:12:33Z,421,33,Woman,White,United States,United States,United States,English,A homemaker or stay-at-home parent,Vocational or Similar,8,85,4,4,4,4,5,5,3,5,5,4,4,4,5,4
p3492,2024-02-12T21:56:25Z,466,31,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,3,65,4,4,3,5,4,4,3,5,4,5,4,3,5,4
p3494,2024-04-03T07:34:15Z,1862,33,Non-binary,White,United States,United States,United States,English,Working part-time,Some University but no degree,7,55,4,3,2,4,3,4,4,3,3,3,4,3,3,3
p3505,2024-02-12T16:56:46Z,1756,33,Woman,White,United States,United States,United States,English,Working part-time,Completed Secondary School,1,45,2,3,2,3,4,4,2,3,3,3,1,1,4,2
p3509,2024-04-22T15:17:40Z,767,31,Woman,White,United States,United States,United States,English,Working full-time,Some University but no degree,7,88,4,4,4,4,4,4,4,4,4,4,4,4,4,4
p3518,2024-02-14T02:26:09Z,688,36,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,7,83,4,3,4,4,2,4,4,4,3,4,4,4,3,3
p3523,2024-02-13T00:14:39Z,1209,29,Woman,White,United States,United States,United States,English,Working full-time,Vocational or Similar,10,100,5,5,5,5,2,5,5,5,4,3,5,5,5,5
p3528,2024-02-12T19:41:16Z,622,25,Man,Asian,Philippines,United States,Philippines,Tagalog-Filipino,Student,University Bachelors Degree,4,25,2,3,3,3,1,2,4,1,1,2,2,2,3,2
p3536,2024-02-12T19:27:17Z,652,22,Non-binary,White,United States,United States,United States,English,Not currently employed,Some University but no degree,4,60,3,4,3,4,5,2,5,3,5,3,3,3,4,4
p3540,2024-02-12T23:50:25Z,491,27,Man,Asian,United States,United States,United States,English,Working full-time,University Bachelors Degree,8,80,4,4,4,4,4,4,4,4,4,4,4,4,4,4
p3543,2024-02-13T00:54:51Z,644,31,Non-binary,White,United States,United States,United States,English,Student,University Bachelors Degree,6,45,3,4,4,3,4,4,4,2,4,3,3,4,3,3
p3548,2024-02-13T05:13:16Z,380,28,Woman,Asian,United States,United States,United States,Vietnamese,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",6,60,4,3,2,3,3,4,3,3,3,2,3,2,3,3
p3551,2024-02-15T01:05:05Z,1141,29,Woman,White,United States,United States,United States,English,Not currently employed,Some University but no degree,3,73,1,4,4,3,2,2,3,2,1,2,1,2,1,2
p3562,2024-03-07T05:27:05Z,794,25,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,7,70,4,4,2,4,3,4,4,3,4,4,3,3,4,4
p3564,2024-02-24T20:06:31Z,570,21,Non-binary,White,United States,United States,United States,English,Working part-time,Some University but no degree,3,52,3,2,3,2,3,4,2,4,3,4,3,3,3,3
p3567,2024-02-13T13:34:19Z,945,29,Man,Asian,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",4,31,4,4,4,4,5,5,4,4,4,4,4,5,5,3
p3578,2024-04-18T10:36:02Z,524,42,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,7,80,4,3,3,4,4,5,3,4,3,4,3,3,4,4
p3579,2024-04-02T20:06:41Z,417,23,Man,White,United States,United States,United States,English,Not currently employed,Completed Secondary School,7,85,5,5,4,4,5,5,5,4,1,4,5,5,5,5
p3596,2024-02-12T17:19:04Z,706,26,Man,White,United States,United States,United States,English,Not currently employed,University Bachelors Degree,4,20,3,2,3,4,3,3,3,2,3,3,2,2,3,2
p3600,2024-02-14T00:37:40Z,400,30,Woman,White,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",6,30,4,3,2,3,4,3,2,4,3,3,3,3,3,3
p3604,2024-02-12T20:39:01Z,695,30,Woman,Mixed,United States,United States,United States,English,Working full-time,University Bachelors Degree,6,100,5,4,3,4,5,5,5,4,5,4,4,4,5,4
p3611,2024-03-24T18:19:12Z,477,31,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,8,76,4,4,2,3,5,4,3,4,4,4,4,3,4,4
p3612,2024-02-18T21:31:14Z,378,32,Man,Asian,United States,United States,United States,English,Working full-time,University Bachelors Degree,8,78,4,4,4,4,4,4,4,4,4,4,4,4,4,4
p3616,2024-02-13T17:44:17Z,1057,22,Man,Mixed,United States,United States,United States,English,Working part-time,Completed Secondary School,9,100,4,4,5,5,4,5,5,4,5,5,4,5,3,3
p3631,2024-02-15T20:01:54Z,747,31,Woman,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,2,39,1,3,2,4,1,3,3,1,2,3,1,1,1,1
p3641,2024-02-12T22:49:54Z,1116,35,Woman,White,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",5,40,4,3,3,3,3,4,4,3,4,4,4,4,2,3
p3645,2024-02-14T09:55:16Z,588,20,Woman,Mixed,United States,United States,United States,English,Not currently employed,Vocational or Similar,8,90,4,3,4,4,4,5,3,5,3,4,4,3,5,3
p3647,2024-02-12T15:57:31Z,633,34,Man,Other,United States,United States,United States,English,Not currently employed,Vocational or Similar,6,90,4,3,3,4,4,5,3,5,4,4,3,3,5,4
p3659,2024-04-01T11:55:44Z,1836,27,Woman,White,United States,United States,United States,English,Working part-time,Some University but no degree,3,57,2,2,1,3,1,2,2,3,1,3,2,2,4,3
p3661,2024-02-12T15:41:53Z,614,36,Man,White,United States,United States,United States,English,Not currently employed,Completed Secondary School,2,30,1,1,2,4,1,3,2,2,1,4,2,1,1,2
p3662,2024-02-12T18:09:08Z,2425,30,Woman,White,United States,United States,United States,English,Not currently employed,University Bachelors Degree,5,50,3,2,3,4,2,4,3,4,4,4,3,3,2,3
p3663,2024-02-12T23:08:27Z,604,30,Non-binary,White,United States,United States,United States,English,Not currently employed,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",8,78,4,4,5,4,3,5,5,4,4,4,4,3,4,4
p3666,2024-02-28T01:08:32Z,985,37,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,7,82,4,3,3,4,3,5,3,4,4,4,4,4,4,3
p3669,2024-02-13T02:40:51Z,367,32,Man,White,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",9,80,5,4,4,4,4,4,4,4,4,4,4,4,3,4
p3670,2024-03-18T20:53:54Z,615,23,Woman,White,United States,United States,United States,English,A homemaker or stay-at-home parent,Completed Secondary School,2,50,3,2,2,3,3,2,3,2,3,2,2,2,2,2
p3683,2024-02-14T04:19:55Z,524,26,Woman,Mixed,United States,United States,United States,English,Working full-time,University Bachelors Degree,6,70,4,4,3,3,4,4,3,4,3,3,4,4,3,4
p3695,2024-02-17T05:09:16Z,1737,25,Non-binary,Mixed,United States,United States,United States,English,Student,University Bachelors Degree,7,72,5,3,5,4,3,5,4,4,5,4,4,5,5,5
p3696,2024-04-04T18:04:45Z,572,27,Man,Other,United States,United States,United States,English,Working part-time,Some University but no degree,6,80,4,3,3,4,3,4,3,3,3,4,5,3,4,4
p3702,2024-02-24T18:07:22Z,734,36,Man,Asian,United States,United States,United States,English,Working full-time,University Bachelors Degree,4,20,4,3,2,3,2,4,2,4,3,3,3,3,4,3
p3707,2024-02-19T22:18:35Z,514,25,Woman,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,6,76,3,4,4,3,3,4,4,3,4,4,4,3,3,4
p3715,2024-03-10T22:49:04Z,2450,30,Woman,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,4,44,3,2,1,2,2,2,3,1,2,2,2,2,3,3
p3718,2024-02-19T23:09:52Z,586,27,Man,White,United States,United States,United States,English,Working part-time,University Bachelors Degree,5,70,3,2,2,3,3,3,3,4,2,2,3,2,4,3
p3723,2024-02-12T16:17:52Z,558,31,Woman,Black,United States,United States,United States,English,Working full-time,University Bachelors Degree,3,95,2,5,3,4,2,5,3,3,1,4,4,3,4,3
p3736,2024-02-12T21:07:41Z,1607,32,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,7,85,3,3,3,5,3,5,3,3,2,4,3,3,3,3
p3747,2024-02-17T23:21:34Z,951,23,Woman,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,4,58,3,2,3,4,4,4,1,4,2,3,4,4,5,3
p3748,2024-02-15T18:57:20Z,694,21,Woman,Asian,United States,United States,United States,English,Student,Some University but no degree,6,92,5,5,5,5,5,5,5,5,5,5,5,5,5,5
p3761,2024-02-12T20:29:22Z,1513,33,Woman,Mixed,United States,United States,United States,English,Working full-time,Completed Secondary School,5,50,4,5,4,4,5,4,5,4,3,4,5,5,3,5
p3771,2024-02-14T01:50:45Z,1746,29,Man,Black,United States,United States,United States,English,Working full-time,University Bachelors Degree,5,60,4,3,2,2,3,3,4,3,3,2,4,4,3,4
p3772,2024-04-10T02:39:41Z,1100,34,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,4,70,3,2,2,4,3,4,3,4,3,4,3,4,4,4
p3775,2024-02-12T17:02:34Z,1148,22,Woman,Asian,Japan,United States,United States,English,Working part-time,University Bachelors Degree,5,78,4,2,2,3,1,3,1,3,1,4,3,3,3,2
p3781,2024-02-14T03:52:41Z,498,31,Man,Mixed,United States,United States,United States,English,Working full-time,University Bachelors Degree,6,80,4,3,3,4,4,4,4,4,3,4,3,4,4,4
p3782,2024-02-14T06:47:10Z,624,21,Man,White,United States,United States,United States,English,Student,Some University but no degree,4,72,3,3,4,4,4,4,5,4,5,5,4,4,5,4
p3787,2024-02-27T03:30:56Z,962,25,Man,Mixed,United States,United States,United States,English,Working full-time,University Bachelors Degree,3,70,2,3,3,3,3,4,4,3,4,3,3,3,4,3
p3791,2024-02-13T05:04:37Z,710,18,Woman,White,United States,United States,United States,Spanish,Not currently employed,Some University but no degree,7,45,2,3,2,2,2,4,4,2,2,2,2,4,4,4
p3792,2024-02-13T15:01:28Z,598,37,Woman,White,United States,United States,United States,English,A homemaker or stay-at-home parent,Some University but no degree,4,40,3,4,3,3,5,4,4,4,2,3,2,1,4,3
p3794,2024-03-06T03:10:21Z,536,24,Man,Other,United States,United States,United States,English,Working full-time,University Bachelors Degree,5,70,3,3,3,4,4,5,5,3,4,3,3,3,5,3
p3796,2024-02-18T21:02:54Z,716,26,Man,White,United States,United States,United States,English,Not currently employed,Completed Secondary School,3,15,2,2,2,4,3,2,4,2,4,2,2,2,2,2
p3799,2024-02-13T18:45:44Z,967,24,Man,Mixed,United States,United States,United States,English,Working part-time,Some University but no degree,2,19,1,1,1,1,2,1,1,1,2,1,1,1,2,1
p3809,2024-02-15T03:07:44Z,915,35,Non-binary,White,United States,United States,United States,English,A homemaker or stay-at-home parent,University Bachelors Degree,5,40,1,2,1,4,2,3,5,3,5,3,2,3,5,2
p3816,2024-02-12T19:02:10Z,476,27,Man,Other,United States,United States,United States,English,Student,University Bachelors Degree,4,32,2,3,2,3,2,2,2,2,3,3,2,1,4,2
p3817,2024-02-12T17:44:10Z,1075,22,Woman,White,United States,United States,United States,English,Not currently employed,Some University but no degree,4,65,2,3,1,3,4,3,4,3,4,3,2,2,4,3
p3818,2024-03-05T22:02:33Z,722,24,Woman,White,United States,United States,United States,English,Not currently employed,Completed Secondary School,3,35,2,3,2,4,2,2,4,2,3,2,2,2,2,3
p3828,2024-02-12T20:47:22Z,1240,32,Woman,Black,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",6,62,4,3,2,3,3,3,4,3,2,3,3,3,2,2
p3829,2024-02-14T02:00:02Z,2573,23,Non-binary,Mixed,United States,United States,United States,English,Working part-time,Some University but no degree,3,30,1,1,2,2,3,3,5,1,3,2,1,1,2,2
p3830,2024-02-21T19:42:23Z,1092,22,Man,White,United States,United States,United States,English,Student,Some University but no degree,7,60,1,1,1,2,3,4,1,4,1,3,4,2,2,4
p3832,2024-02-13T07:16:33Z,1402,22,Woman,White,United States,United States,United States,English,Student,University Bachelors Degree,6,61,2,3,1,4,3,3,3,2,3,3,2,2,3,3
p3836,2024-02-14T02:17:45Z,1123,22,Woman,Other,United States,United States,United States,English,A homemaker or stay-at-home parent,Completed Secondary School,7,60,3,2,2,4,4,4,2,3,3,3,2,1,4,3
p3838,2024-04-21T00:25:32Z,676,23,Woman,Asian,United States,United States,United States,English,Working part-time,University Bachelors Degree,7,70,3,4,4,4,2,4,4,3,2,4,3,3,3,3
p3839,2024-02-13T22:21:20Z,967,29,Non-binary,Other,United States,United States,United States,English,Not currently employed,University Bachelors Degree,5,55,3,3,2,3,3,4,4,3,3,3,2,2,4,2
p3853,2024-02-16T03:06:05Z,502,22,Man,Other,United States,United States,United States,Spanish,Student,Some University but no degree,6,52,4,4,3,3,3,3,3,3,3,3,4,3,2,3
p3858,2024-02-13T03:37:01Z,1148,39,Woman,Asian,United States,United States,United States,English,Working part-time,Some University but no degree,7,60,5,2,2,4,4,5,4,3,3,4,3,5,5,3
p3864,2024-02-12T19:00:14Z,697,22,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,3,61,3,4,2,5,4,4,4,4,4,4,4,3,4,4
p3867,2024-03-20T09:07:03Z,875,26,Man,Asian,United States,United States,United States,English,Working part-time,Vocational or Similar,4,60,2,3,2,3,3,4,2,2,1,3,2,2,4,3
p3891,2024-02-12T14:27:51Z,750,49,Woman,White,United States,United States,United States,English,A homemaker or stay-at-home parent,Vocational or Similar,6,80,3,4,3,5,5,5,4,5,5,4,3,4,4,4
p3899,2024-02-13T00:19:45Z,1638,27,Woman,White,United States,United States,United States,English,Student,Some University but no degree,4,60,3,3,2,4,5,3,4,3,4,3,3,2,5,3
p3914,2024-02-13T12:46:19Z,562,30,Woman,White,United States,United States,United States,English,Not currently employed,Completed Secondary School,4,50,3,4,1,5,3,3,3,2,3,4,1,2,5,3
p3935,2024-02-13T20:09:09Z,722,68,Woman,White,United States,United States,United States,English,A homemaker or stay-at-home parent,Vocational or Similar,9,100,4,5,4,5,5,1,5,5,3,5,5,5,5,5
p3938,2024-04-07T14:42:41Z,432,36,Non-binary,White,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",2,54,3,2,2,4,2,4,4,3,2,2,2,3,5,3
p3962,2024-02-12T15:06:15Z,659,27,Woman,White,United States,United States,United States,English,Working full-time,Some University but no degree,1,0,1,3,1,3,3,1,2,1,4,1,1,1,3,1
p3963,2024-02-12T15:01:35Z,401,45,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,6,80,5,5,4,5,4,4,3,4,3,5,4,3,5,4
p3965,2024-02-23T15:03:54Z,485,33,Man,White,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",8,73,5,3,3,4,5,5,4,4,5,5,4,4,5,5
p3967,2024-04-01T12:39:48Z,840,38,Woman,White,United States,United States,United States,English,Self-employed,University Bachelors Degree,6,60,3,4,2,4,4,3,2,3,3,3,4,4,5,3
p3973,2024-02-12T20:13:01Z,911,26,Man,White,United States,United States,United States,English,Not currently employed,Some University but no degree,3,50,1,3,2,3,2,3,3,2,2,2,2,1,2,2
p3976,2024-02-12T17:10:22Z,550,26,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,8,83,5,3,4,4,4,4,4,4,4,4,4,4,4,4
p3977,2024-02-13T18:05:37Z,689,28,Man,Black,United States,United States,United States,English,Working full-time,University Bachelors Degree,4,71,4,3,4,4,4,5,4,3,4,3,5,3,5,3
p3981,2024-04-07T19:08:10Z,1695,44,Man,White,United States,United States,United States,English,Not currently employed,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",3,35,2,2,1,2,2,3,3,2,3,2,2,2,3,2
p3989,2024-02-12T15:02:14Z,2918,25,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,6,49,2,4,3,5,3,1,4,2,4,3,2,3,2,3
p3990,2024-04-02T21:16:27Z,1027,31,Woman,White,United States,United States,United States,English,Working part-time,Some University but no degree,8,75,2,5,3,4,4,4,4,4,4,5,3,2,5,5
p3994,2024-02-13T20:41:39Z,477,28,Non-binary,White,United States,United States,United States,English,Not currently employed,Some University but no degree,3,20,2,2,2,3,3,3,4,2,4,2,4,3,4,2
p3995,2024-02-13T03:25:25Z,672,49,Woman,White,United States,United States,United States,English,A homemaker or stay-at-home parent,Some University but no degree,3,40,3,2,2,3,4,4,3,3,4,2,2,2,3,3
p4006,2024-02-13T14:29:51Z,589,38,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,8,82,4,3,3,4,3,4,4,4,2,4,4,5,5,5
p4009,2024-03-11T22:55:54Z,587,28,Woman,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,7,80,4,5,5,5,4,5,4,4,4,5,5,5,5,5
p4019,2024-02-13T14:51:25Z,1141,31,Woman,White,United States,United States,United States,English,A homemaker or stay-at-home parent,Completed Secondary School,8,86,3,4,4,4,4,4,2,4,4,4,3,3,4,3
p4027,2024-02-12T20:46:34Z,810,23,Woman,White,United States,United States,United States,English,Self-employed,Completed Secondary School,6,71,4,3,3,3,4,4,4,2,4,4,3,3,5,3
p4031,2024-02-12T15:01:33Z,474,26,Non-binary,Mixed,United States,United States,Philippines,English,Working part-time,University Bachelors Degree,2,37,3,3,2,3,1,4,2,2,2,2,2,3,3,3
p4038,2024-03-20T20:18:18Z,812,35,Woman,White,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",5,62,3,3,2,3,3,3,3,3,3,3,3,3,3,3
p4051,2024-02-14T15:24:15Z,672,23,Woman,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,5,53,4,3,2,4,4,3,3,4,4,4,3,3,3,3
p4066,2024-02-14T15:32:38Z,736,30,Man,White,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",6,56,3,3,2,2,2,3,4,2,3,2,3,2,2,2
p4069,2024-02-12T15:06:22Z,501,27,Woman,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,7,72,4,4,3,4,3,4,4,4,3,4,4,4,4,4
p4071,2024-03-02T19:42:39Z,685,42,Man,Mixed,United States,United States,United States,English,A homemaker or stay-at-home parent,University Bachelors Degree,5,80,3,4,2,3,3,3,4,3,3,2,2,3,4,4
p4073,2024-02-12T15:14:31Z,830,28,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,2,84,2,1,2,2,4,1,3,3,2,2,2,2,1,2
p4075,2024-02-12T17:32:00Z,647,26,Man,Black,United States,United States,United States,English,Working full-time,Some University but no degree,4,46,2,2,2,3,3,3,2,3,3,2,2,3,2,2
p4076,2024-02-13T02:30:00Z,356,29,Man,Asian,United States,United States,United States,English,Working full-time,University Bachelors Degree,3,60,2,3,2,4,1,4,4,3,2,3,3,3,3,3
p4080,2024-02-15T14:32:09Z,641,26,Woman,White,United States,United States,United States,English,Not currently employed,University Bachelors Degree,6,81,2,4,3,4,3,4,3,3,3,4,2,2,4,4
p4081,2024-05-02T13:50:54Z,357,36,Man,White,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",7,80,3,3,3,4,4,4,4,5,4,4,4,4,4,4
p4087,2024-02-13T19:09:26Z,408,25,Woman,Asian,United States,United States,United States,English,Working full-time,University Bachelors Degree,5,70,3,2,1,4,4,5,5,3,5,3,4,3,5,4
p4092,2024-02-12T15:40:22Z,1573,24,Man,Black,United States,United States,United States,English,Not currently employed,Some University but no degree,2,30,3,2,2,2,1,4,3,2,1,1,2,1,3,2
p4095,2024-02-13T20:21:06Z,806,27,Woman,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,5,30,2,3,2,3,2,4,3,2,3,3,2,3,3,2
p4101,2024-04-01T13:47:08Z,1447,22,Man,Other,United States,United States,United States,Spanish,Working full-time,University Bachelors Degree,6,50,3,4,3,4,2,4,3,4,4,4,4,3,4,3
p4107,2024-02-12T21:03:15Z,607,35,Woman,Black,United States,United States,United States,English,Working part-time,Some University but no degree,8,100,5,5,4,5,5,5,5,5,5,5,5,5,5,4
p4110,2024-02-21T02:44:48Z,402,34,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,7,82,4,4,3,3,3,4,4,4,3,4,4,4,4,5
p4113,2024-02-12T16:54:27Z,608,33,Woman,Black,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",6,70,3,3,3,4,3,4,3,3,3,3,3,3,4,3
p4118,2024-02-13T17:58:53Z,740,40,Woman,White,United States,United States,United States,English,Working part-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",7,65,3,2,3,4,4,4,2,3,2,3,3,3,3,3
p4129,2024-02-12T22:47:18Z,875,33,Woman,Mixed,United States,United States,United States,English,Working full-time,University Bachelors Degree,5,60,3,3,4,4,4,3,4,4,2,4,3,4,4,4
p4130,2024-02-14T23:37:11Z,387,21,Woman,Black,United States,United States,United States,English,Working full-time,Vocational or Similar,8,100,4,4,3,4,4,3,4,1,3,1,3,4,4,3
p4131,2024-02-15T16:04:22Z,351,38,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,7,80,4,4,3,4,3,5,3,3,3,5,4,4,4,4
p4132,2024-02-16T17:59:59Z,428,28,Man,Black,United States,United States,United States,English,Not currently employed,Some University but no degree,10,100,5,5,5,5,5,5,5,5,5,5,5,5,5,5
p4134,2024-02-13T16:58:18Z,691,27,Woman,White,United States,United States,United States,English,Working full-time,Some University but no degree,7,78,4,4,2,3,4,4,3,4,2,3,4,4,5,4
p4136,2024-03-19T00:29:11Z,1003,19,Non-binary,Mixed,United States,United States,United States,English,Student,Some University but no degree,8,90,4,4,4,5,4,5,4,4,4,4,3,3,4,4
p4139,2024-02-12T20:39:30Z,631,25,Woman,Asian,United Kingdom,United States,United Kingdom,English,Working full-time,Some University but no degree,4,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2
p4148,2024-04-04T18:39:15Z,1116,32,Man,White,United States,United States,United States,English,Working full-time,University Bachelors Degree,6,85,3,3,3,4,4,4,4,4,3,3,3,3,5,3
p4154,2024-02-12T20:41:47Z,959,32,Man,Mixed,United States,United States,United States,English,Working part-time,University Bachelors Degree,6,70,3,3,3,4,4,5,4,3,4,3,4,3,5,3
p4162,2024-02-12T17:22:51Z,1035,32,Woman,Mixed,United States,United States,United States,English,Working full-time,Completed Secondary School,4,76,4,3,1,2,3,2,5,3,3,4,2,2,4,4
p4165,2024-02-12T22:44:08Z,740,46,Woman,White,United States,United States,United States,English,A homemaker or stay-at-home parent,Some University but no degree,3,60,4,3,1,4,5,3,5,5,4,4,3,3,4,3
p4171,2024-02-19T17:59:24Z,1578,40,Woman,White,United States,United States,United States,English,Working part-time,Vocational or Similar,7,70,3,4,3,4,5,4,4,4,4,4,4,3,5,4
p4182,2024-03-21T21:58:07Z,553,23,Woman,White,United States,United States,United States,English,Not currently employed,University Bachelors Degree,3,42,3,3,2,3,3,4,3,2,3,3,3,3,4,4
p4193,2024-02-29T03:50:00Z,1207,35,Man,Asian,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",8,80,5,4,3,4,4,4,4,5,5,4,5,4,5,5
p4198,2024-03-31T15:59:40Z,498,36,Woman,White,United States,United States,United States,English,Working part-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",5,85,4,4,3,4,4,5,3,4,3,4,4,3,4,3
p4209,2024-02-20T17:20:31Z,1204,37,Woman,Asian,United States,United States,United States,English,A homemaker or stay-at-home parent,University Bachelors Degree,7,80,2,3,3,4,3,3,4,3,2,3,3,3,5,3
p4214,2024-02-12T19:13:38Z,1982,32,Man,Other,United States,United States,United States,English,Not currently employed,University Bachelors Degree,3,55,2,4,4,4,3,3,4,4,3,3,3,3,3,3
p4217,2024-02-23T04:30:44Z,485,26,Man,Asian,United States,United States,United States,English,Working full-time,"Graduate or professional degree (MA, MS, MBA, PhD, etc)",6,70,4,5,3,4,4,3,4,3,4,4,4,4,3,3
p4220,2024-03-05T23:27:08Z,700,21,Man,White,United States,United States,United States,English,Working part-time,Completed Secondary School,6,71,3,4,5,5,3,4,5,2,2,3,4,3,2,4
